DP execution time (ns),Heuristic execution time (ns),DP solution,Heuristic solution,DP memory usage (bytes),Heuristic memory usage (bytes),Solutions are the same
149372498,439671,41970,41967,40028004,16000,No
149621428,432708,43412,43407,40028004,16000,No
150141421,436895,39864,39864,40028004,16000,Yes
150785919,440763,40105,40105,40028004,16000,Yes
149810897,433830,39569,39567,40028004,16000,No
150090595,438349,42134,42134,40028004,16000,Yes
149697202,433359,41252,41247,40028004,16000,No
149379852,440983,41564,41551,40028004,16000,No
149936284,433059,41545,41540,40028004,16000,No
150194833,440994,38810,38807,40028004,16000,No
150299851,426856,41351,41343,40028004,16000,No
149373741,433429,40670,40666,40028004,16000,No
150411031,426246,40314,40300,40028004,16000,No
150672695,440292,40517,40507,40028004,16000,No
150148956,435313,41761,41756,40028004,16000,No
151050349,439871,42256,42256,40028004,16000,Yes
149459332,429962,41717,41717,40028004,16000,Yes
149748008,441464,40536,40529,40028004,16000,No
149698314,433699,41939,41935,40028004,16000,No
149775249,432839,40193,40190,40028004,16000,No
149778125,432898,40545,40539,40028004,16000,No
149106596,435493,42926,42922,40028004,16000,No
149848909,450031,41429,41418,40028004,16000,No
151734734,432207,40096,40088,40028004,16000,No
150635296,430584,42111,42106,40028004,16000,No
150377899,442276,40582,40575,40028004,16000,No
149771193,435984,42304,42299,40028004,16000,No
149779308,431916,42811,42809,40028004,16000,No
149944600,436795,39039,39035,40028004,16000,No
152462389,429431,41071,41067,40028004,16000,No
152048968,432027,43504,43501,40028004,16000,No
150080978,431826,39563,39559,40028004,16000,No
150161440,442206,41700,41694,40028004,16000,No
150110564,432818,43017,43013,40028004,16000,No
150370746,432909,39468,39453,40028004,16000,No
149861113,438198,41381,41370,40028004,16000,No
151582958,435994,41228,41221,40028004,16000,No
151665784,432638,40953,40953,40028004,16000,Yes
150866333,452225,43261,43261,40028004,16000,Yes
150064707,433869,41404,41395,40028004,16000,No
150140872,433359,43104,43095,40028004,16000,No
149567929,447987,42483,42466,40028004,16000,No
151596653,427628,40695,40695,40028004,16000,Yes
151216756,442176,44563,44557,40028004,16000,No
150771574,433950,41987,41987,40028004,16000,Yes
151500612,428790,39360,39344,40028004,16000,No
151782835,447556,44718,44704,40028004,16000,No
157046794,438439,41905,41901,40028004,16000,No
155667628,442777,38631,38631,40028004,16000,Yes
155928361,445422,40949,40946,40028004,16000,No
151399652,448979,42217,42212,40028004,16000,No
151627723,447836,41519,41508,40028004,16000,No
152888996,431846,40812,40808,40028004,16000,No
151807863,434952,41548,41533,40028004,16000,No
154709998,450341,41682,41673,40028004,16000,No
159421903,440543,43608,43596,40028004,16000,No
150602095,427548,41805,41794,40028004,16000,No
150439447,433449,43113,43103,40028004,16000,No
150956013,436165,43578,43578,40028004,16000,Yes
150807011,438729,42032,42022,40028004,16000,No
151666807,438469,42388,42388,40028004,16000,Yes
152812402,433640,42075,42074,40028004,16000,No
152340781,432798,41219,41213,40028004,16000,No
149652840,429752,40037,40029,40028004,16000,No
152511444,471100,39820,39818,40028004,16000,No
157069959,438940,39911,39908,40028004,16000,No
153470786,438328,42286,42277,40028004,16000,No
149935094,429612,40282,40274,40028004,16000,No
149629075,431595,43039,43019,40028004,16000,No
149435490,438088,40147,40138,40028004,16000,No
148879069,431736,41819,41812,40028004,16000,No
152081401,450201,39274,39271,40028004,16000,No
152275287,439351,42657,42656,40028004,16000,No
150774321,439271,43258,43248,40028004,16000,No
149486807,439941,43156,43151,40028004,16000,No
151696053,428790,40285,40280,40028004,16000,No
149087112,432458,39245,39234,40028004,16000,No
149323990,429773,42841,42840,40028004,16000,No
150210896,428620,43232,43230,40028004,16000,No
150280367,427077,42255,42252,40028004,16000,No
150913153,435754,41588,41584,40028004,16000,No
152854121,434351,41386,41382,40028004,16000,No
150280317,446945,43577,43574,40028004,16000,No
152248778,428630,43040,43026,40028004,16000,No
149671517,442757,39636,39629,40028004,16000,No
150864591,428530,39974,39968,40028004,16000,No
149654605,434481,39748,39738,40028004,16000,No
149362924,429191,39968,39965,40028004,16000,No
150381388,430995,42017,42012,40028004,16000,No
151175450,443378,40107,40104,40028004,16000,No
150389405,437116,38096,38089,40028004,16000,No
151130906,427659,43266,43266,40028004,16000,Yes
151012752,428229,42881,42878,40028004,16000,No
152286970,446994,41990,41982,40028004,16000,No
152031066,453367,43061,43050,40028004,16000,No
163560297,468987,41893,41893,40028004,16000,Yes
154532805,442296,42119,42119,40028004,16000,Yes
150671327,440623,39696,39693,40028004,16000,No
150523407,442285,40598,40596,40028004,16000,No
153207400,438549,41594,41589,40028004,16000,No
150288723,434371,42894,42889,40028004,16000,No
150540780,439741,42792,42788,40028004,16000,No
149968900,434891,40408,40396,40028004,16000,No
150908686,434130,40588,40587,40028004,16000,No
150405425,440442,39237,39222,40028004,16000,No
149972717,423761,40613,40609,40028004,16000,No
149631261,431616,43510,43508,40028004,16000,No
149002533,431185,42592,42592,40028004,16000,Yes
150118201,431756,42675,42666,40028004,16000,No
148809759,440573,42724,42716,40028004,16000,No
148733936,440452,40675,40670,40028004,16000,No
149433699,444270,42471,42457,40028004,16000,No
148557662,431596,41988,41977,40028004,16000,No
150380628,433991,41401,41401,40028004,16000,Yes
149093896,432298,40546,40542,40028004,16000,No
149211739,434802,40531,40517,40028004,16000,No
149310787,446063,41258,41252,40028004,16000,No
149226928,432016,41788,41788,40028004,16000,Yes
149442405,436324,40487,40480,40028004,16000,No
150336785,439221,41564,41557,40028004,16000,No
149700072,436525,41374,41366,40028004,16000,No
149170181,430885,43111,43103,40028004,16000,No
149294306,429672,40683,40676,40028004,16000,No
149176092,440132,41548,41543,40028004,16000,No
149891825,433900,41571,41565,40028004,16000,No
149134053,429682,40804,40803,40028004,16000,No
148821051,436455,40940,40940,40028004,16000,Yes
148712305,433629,40606,40603,40028004,16000,No
149117311,431535,40433,40433,40028004,16000,Yes
148599242,431606,41149,41130,40028004,16000,No
149701736,440072,42676,42669,40028004,16000,No
149127230,430724,41764,41759,40028004,16000,No
149910641,429521,41387,41383,40028004,16000,No
149776708,429772,40508,40500,40028004,16000,No
150275179,430604,41792,41772,40028004,16000,No
155734949,624330,40819,40810,40028004,16000,No
155871928,437266,41826,41818,40028004,16000,No
150627717,433509,41702,41702,40028004,16000,Yes
149853492,437146,42801,42801,40028004,16000,Yes
149967269,432898,42072,42061,40028004,16000,No
149965525,445292,41368,41368,40028004,16000,Yes
150768313,437356,39965,39965,40028004,16000,Yes
149777199,441034,41199,41191,40028004,16000,No
149229103,440663,39699,39696,40028004,16000,No
149938834,429612,40091,40077,40028004,16000,No
149300208,429221,40411,40398,40028004,16000,No
149910811,432117,43290,43285,40028004,16000,No
150313172,436895,44166,44147,40028004,16000,No
149761079,447085,43022,43016,40028004,16000,No
149743365,434651,43363,43351,40028004,16000,No
149641372,431746,40469,40466,40028004,16000,No
149541885,429772,42145,42142,40028004,16000,No
149591078,435183,42304,42299,40028004,16000,No
149289888,428921,40619,40615,40028004,16000,No
152055976,438579,43284,43281,40028004,16000,No
150677080,428250,39559,39556,40028004,16000,No
149639609,433119,43272,43257,40028004,16000,No
150089881,434732,40453,40444,40028004,16000,No
149815763,430934,41960,41960,40028004,16000,Yes
150362286,434380,41230,41229,40028004,16000,No
150135046,439080,39172,39166,40028004,16000,No
151080253,428950,38843,38835,40028004,16000,No
151581080,441524,41804,41799,40028004,16000,No
156015761,436996,38567,38559,40028004,16000,No
152844858,438810,40524,40519,40028004,16000,No
151937342,441685,42462,42443,40028004,16000,No
152447497,431115,39440,39428,40028004,16000,No
150525475,436214,40137,40128,40028004,16000,No
150285029,428530,41707,41702,40028004,16000,No
150261686,431415,41559,41559,40028004,16000,Yes
152985053,445652,40687,40672,40028004,16000,No
151520315,430855,42903,42894,40028004,16000,No
150637606,435343,42161,42153,40028004,16000,No
151529593,433750,41848,41831,40028004,16000,No
152540833,430113,39506,39499,40028004,16000,No
150624603,440022,43322,43312,40028004,16000,No
151350324,434281,40131,40119,40028004,16000,No
150192917,432517,43337,43334,40028004,16000,No
152137812,433019,40180,40175,40028004,16000,No
153572834,443338,39513,39506,40028004,16000,No
152482804,435433,41772,41766,40028004,16000,No
150429383,437456,41689,41684,40028004,16000,No
150999251,437487,41876,41876,40028004,16000,Yes
151731383,452325,40747,40735,40028004,16000,No
152671642,443288,42007,42005,40028004,16000,No
150080584,432588,41433,41422,40028004,16000,No
150103267,429322,41229,41221,40028004,16000,No
151034467,440142,39926,39917,40028004,16000,No
150095142,430904,41446,41439,40028004,16000,No
150534742,439661,43508,43504,40028004,16000,No
151087587,431275,41572,41563,40028004,16000,No
150628450,432227,44015,44010,40028004,16000,No
151205340,427077,44497,44494,40028004,16000,No
150478897,433018,40776,40770,40028004,16000,No
152957963,434411,42200,42186,40028004,16000,No
153864086,439942,40835,40820,40028004,16000,No
152978923,437076,41116,41116,40028004,16000,Yes
151244014,431715,43841,43838,40028004,16000,No
161674768,431796,41786,41777,40028004,16000,No
152373047,431866,40903,40888,40028004,16000,No
152916264,442396,40829,40826,40028004,16000,No
150536627,444861,40052,40044,40028004,16000,No
150653658,438418,39595,39591,40028004,16000,No
150464050,433179,40893,40884,40028004,16000,No
150215721,439701,43023,43023,40028004,16000,Yes
150040830,429181,43070,43066,40028004,16000,No
150191665,433289,42304,42295,40028004,16000,No
151022706,438188,40478,40472,40028004,16000,No
151304459,429272,43279,43275,40028004,16000,No
154109310,434912,42707,42700,40028004,16000,No
152923228,445232,41401,41391,40028004,16000,No
152458800,429021,44503,44503,40028004,16000,Yes
151187297,431706,40805,40801,40028004,16000,No
152725424,436925,45048,45043,40028004,16000,No
151146029,431535,39778,39777,40028004,16000,No
150648989,430574,40052,40042,40028004,16000,No
150232873,428369,40445,40444,40028004,16000,No
148937505,435113,40436,40436,40028004,16000,Yes
148913460,432417,41205,41179,40028004,16000,No
150132343,431576,41816,41812,40028004,16000,No
154172249,434111,42431,42426,40028004,16000,No
161053505,447876,41646,41640,40028004,16000,No
156259434,437076,40168,40162,40028004,16000,No
150322653,450571,39243,39234,40028004,16000,No
150854589,439682,43136,43132,40028004,16000,No
149300662,438148,42891,42890,40028004,16000,No
150116503,438659,42976,42971,40028004,16000,No
149817178,448999,43073,43070,40028004,16000,No
149789737,436355,41908,41899,40028004,16000,No
151376655,442065,42061,42054,40028004,16000,No
151178131,439210,41895,41889,40028004,16000,No
149498045,435082,41668,41668,40028004,16000,Yes
150216092,433169,43338,43329,40028004,16000,No
150474210,434872,42102,42092,40028004,16000,No
150665011,436815,40955,40949,40028004,16000,No
149841895,430423,41376,41372,40028004,16000,No
149743880,431265,40235,40222,40028004,16000,No
150764088,465329,41048,41033,40028004,16000,No
151931715,431385,43084,43084,40028004,16000,Yes
152678817,439641,39630,39628,40028004,16000,No
150654832,451924,41394,41394,40028004,16000,Yes
165266779,452675,40927,40923,40028004,16000,No
150906718,438449,38603,38598,40028004,16000,No
151691351,429021,42715,42708,40028004,16000,No
150406262,429372,43053,43045,40028004,16000,No
150565003,431917,41837,41832,40028004,16000,No
150494439,430734,41198,41190,40028004,16000,No
152360546,432878,41400,41394,40028004,16000,No
154751756,431055,42892,42883,40028004,16000,No
150930874,439421,41520,41516,40028004,16000,No
150943758,439982,40525,40519,40028004,16000,No
152204441,434882,41451,41450,40028004,16000,No
153574812,447305,42363,42363,40028004,16000,Yes
153807791,434050,39944,39934,40028004,16000,No
151349907,437267,43095,43087,40028004,16000,No
153408587,433870,41354,41354,40028004,16000,Yes
151295834,436725,39856,39852,40028004,16000,No
150189363,436175,41316,41313,40028004,16000,No
149831346,425825,41009,41002,40028004,16000,No
150732249,434872,40852,40851,40028004,16000,No
149974938,439901,41971,41968,40028004,16000,No
149355157,453247,41079,41076,40028004,16000,No
151352883,440533,41779,41773,40028004,16000,No
150717731,437166,42468,42465,40028004,16000,No
150735966,434662,42166,42160,40028004,16000,No
151200745,430273,44023,44010,40028004,16000,No
150560966,431315,42559,42558,40028004,16000,No
154393269,436194,42310,42309,40028004,16000,No
149475344,427849,43038,43030,40028004,16000,No
149380335,431315,43030,43025,40028004,16000,No
149004885,450632,41530,41521,40028004,16000,No
149274083,426416,41982,41969,40028004,16000,No
150695821,431535,43127,43122,40028004,16000,No
150652309,435704,39530,39530,40028004,16000,Yes
149611071,434902,42253,42244,40028004,16000,No
149485934,430263,42158,42151,40028004,16000,No
149793696,430544,40953,40945,40028004,16000,No
149196176,430574,41462,41461,40028004,16000,No
152712402,436966,40997,40995,40028004,16000,No
150483630,436104,42530,42523,40028004,16000,No
150054610,438268,41392,41392,40028004,16000,Yes
149281227,432397,39230,39224,40028004,16000,No
149935715,431716,40707,40697,40028004,16000,No
150140001,434311,41732,41730,40028004,16000,No
149849171,432427,42151,42151,40028004,16000,Yes
150133047,435894,43231,43225,40028004,16000,No
149444717,439340,41675,41662,40028004,16000,No
149237526,436866,40769,40766,40028004,16000,No
150459295,449189,41709,41697,40028004,16000,No
150274956,430213,41801,41796,40028004,16000,No
149997442,433209,41116,41111,40028004,16000,No
149855663,436785,42745,42744,40028004,16000,No
150278493,428730,42426,42426,40028004,16000,Yes
149791472,428840,41883,41878,40028004,16000,No
148947187,432798,44352,44352,40028004,16000,Yes
151514038,435984,40903,40901,40028004,16000,No
150869170,442336,42420,42413,40028004,16000,No
149900609,438960,42985,42979,40028004,16000,No
149887775,432478,40296,40288,40028004,16000,No
150674331,440282,43117,43110,40028004,16000,No
150523757,432628,43585,43583,40028004,16000,No
149346682,446063,41686,41686,40028004,16000,Yes
149653142,436335,39883,39875,40028004,16000,No
149434338,430994,40555,40545,40028004,16000,No
149443254,434621,39078,39073,40028004,16000,No
149531261,440883,41258,41255,40028004,16000,No
150542993,433089,42721,42721,40028004,16000,Yes
149737902,429282,43336,43334,40028004,16000,No
150542963,436454,40616,40610,40028004,16000,No
149198994,444660,41131,41127,40028004,16000,No
149227577,433569,43558,43549,40028004,16000,No
149483501,434410,42252,42242,40028004,16000,No
149997994,432267,42978,42978,40028004,16000,Yes
150250421,436815,42980,42971,40028004,16000,No
149960422,436865,41179,41172,40028004,16000,No
150071683,434561,42731,42727,40028004,16000,No
149483642,442607,40903,40894,40028004,16000,No
150177532,442696,40264,40254,40028004,16000,No
149636661,433269,40647,40647,40028004,16000,Yes
150174888,434932,39161,39161,40028004,16000,Yes
149558853,444009,41034,41026,40028004,16000,No
150312057,429201,42336,42335,40028004,16000,No
150130945,430864,42391,42387,40028004,16000,No
149362913,434181,43081,43078,40028004,16000,No
149152235,435844,42498,42494,40028004,16000,No
149668862,437396,44653,44653,40028004,16000,Yes
149752921,441996,42800,42786,40028004,16000,No
149227328,437226,41042,41032,40028004,16000,No
150574964,426877,42656,42652,40028004,16000,No
149771005,433700,42057,42054,40028004,16000,No
149288784,432357,39804,39801,40028004,16000,No
149343938,431806,39478,39477,40028004,16000,No
150232738,445382,40007,39998,40028004,16000,No
150966385,429813,41950,41944,40028004,16000,No
163931289,435554,40508,40506,40028004,16000,No
149677920,434792,42496,42496,40028004,16000,Yes
151774602,427468,44195,44187,40028004,16000,No
148943372,437337,40845,40843,40028004,16000,No
149295106,433159,41487,41478,40028004,16000,No
151949653,453156,41186,41178,40028004,16000,No
150102382,440222,42460,42460,40028004,16000,Yes
153075511,433489,40873,40863,40028004,16000,No
149951757,439972,42042,42023,40028004,16000,No
150351793,434250,42103,42097,40028004,16000,No
150073527,430073,42045,42041,40028004,16000,No
150165000,430834,42373,42357,40028004,16000,No
150284807,437597,40644,40638,40028004,16000,No
149734046,428871,37554,37544,40028004,16000,No
151005760,435563,39499,39488,40028004,16000,No
149736762,437397,40272,40272,40028004,16000,Yes
149468154,434932,41356,41343,40028004,16000,No
150060854,438670,41605,41598,40028004,16000,No
150789240,436084,41243,41238,40028004,16000,No
150634869,435002,41575,41569,40028004,16000,No
149434360,434311,41489,41489,40028004,16000,Yes
149672439,435413,45013,45013,40028004,16000,Yes
149064141,435924,42486,42478,40028004,16000,No
149258317,440803,42236,42231,40028004,16000,No
149553847,433830,41922,41916,40028004,16000,No
149355441,441324,40640,40637,40028004,16000,No
149407138,428008,43492,43492,40028004,16000,Yes
149275580,434141,43987,43985,40028004,16000,No
149589182,434882,41681,41681,40028004,16000,Yes
149640920,431405,40348,40348,40028004,16000,Yes
148972667,426676,40984,40973,40028004,16000,No
150388193,441896,40718,40703,40028004,16000,No
150159842,434381,39828,39822,40028004,16000,No
148527417,444310,40742,40732,40028004,16000,No
149095339,432868,42156,42145,40028004,16000,No
153405336,431806,40474,40463,40028004,16000,No
150212411,429752,46279,46279,40028004,16000,Yes
150195720,433660,39136,39125,40028004,16000,No
150377112,436445,41526,41522,40028004,16000,No
149458616,442166,40414,40409,40028004,16000,No
149029966,432949,42464,42464,40028004,16000,Yes
150184819,434802,40400,40396,40028004,16000,No
150000721,433430,41946,41936,40028004,16000,No
151302262,434321,41912,41887,40028004,16000,No
149653395,439961,41891,41873,40028004,16000,No
150496969,430073,42747,42734,40028004,16000,No
149588793,435383,43982,43975,40028004,16000,No
149572973,437246,44480,44475,40028004,16000,No
151616946,439441,43986,43981,40028004,16000,No
150506528,440392,41110,41095,40028004,16000,No
149410296,431496,40604,40598,40028004,16000,No
151336046,437717,39042,39036,40028004,16000,No
149858934,434401,41923,41920,40028004,16000,No
148985182,436646,42290,42289,40028004,16000,No
150198565,441674,41078,41067,40028004,16000,No
150894150,440623,41187,41161,40028004,16000,No
150407952,443508,42296,42284,40028004,16000,No
149713358,437457,43176,43176,40028004,16000,Yes
149792418,443659,41289,41289,40028004,16000,Yes
150463216,431195,43676,43671,40028004,16000,No
165518432,432497,40637,40630,40028004,16000,No
154029557,432047,44698,44691,40028004,16000,No
151356195,440854,41477,41475,40028004,16000,No
150568094,430503,41365,41359,40028004,16000,No
149586619,432818,40990,40976,40028004,16000,No
150718248,434151,41713,41700,40028004,16000,No
149891726,436395,39681,39668,40028004,16000,No
150143242,427257,40792,40771,40028004,16000,No
150102565,433309,41881,41867,40028004,16000,No
149727185,431556,40417,40402,40028004,16000,No
149261815,428961,41969,41966,40028004,16000,No
150382834,428911,40466,40466,40028004,16000,Yes
151966087,435604,40950,40935,40028004,16000,No
149643247,437577,39274,39271,40028004,16000,No
151051458,435233,39457,39451,40028004,16000,No
149701347,445232,41970,41964,40028004,16000,No
149987568,425724,39946,39945,40028004,16000,No
151028635,443508,40899,40892,40028004,16000,No
150636655,438669,41908,41903,40028004,16000,No
149111172,426346,40200,40195,40028004,16000,No
149193557,434521,42447,42440,40028004,16000,No
150688483,430624,41202,41192,40028004,16000,No
149574186,425304,41726,41724,40028004,16000,No
149164733,429682,40751,40748,40028004,16000,No
149300850,434902,41653,41649,40028004,16000,No
149973501,431385,41848,41848,40028004,16000,Yes
151644389,442326,43699,43699,40028004,16000,Yes
151638388,443899,40582,40582,40028004,16000,Yes
149308424,434061,41442,41434,40028004,16000,No
149191744,430464,41807,41794,40028004,16000,No
149281604,430684,41411,41411,40028004,16000,Yes
149315999,432678,41283,41277,40028004,16000,No
148763375,430053,42658,42651,40028004,16000,No
149537017,426917,42307,42307,40028004,16000,Yes
148720914,437197,42940,42934,40028004,16000,No
149030168,428660,42007,41999,40028004,16000,No
148856551,437146,41175,41172,40028004,16000,No
148980535,430714,43233,43229,40028004,16000,No
150398606,431696,39775,39771,40028004,16000,No
149386363,438760,42667,42650,40028004,16000,No
148782862,428660,41857,41844,40028004,16000,No
149444453,428210,38193,38187,40028004,16000,No
149441556,424292,42164,42163,40028004,16000,No
148812448,428721,42274,42273,40028004,16000,No
150130609,432919,41495,41495,40028004,16000,Yes
150052041,430384,41127,41120,40028004,16000,No
149490840,434481,41618,41614,40028004,16000,No
148881538,431565,43902,43894,40028004,16000,No
150317723,428370,40813,40810,40028004,16000,No
151128475,436454,40093,40093,40028004,16000,Yes
149705686,435303,43610,43610,40028004,16000,Yes
149864997,429502,46374,46365,40028004,16000,No
148771010,431996,42048,42046,40028004,16000,No
150181777,427298,43189,43189,40028004,16000,Yes
150293096,432067,42195,42193,40028004,16000,No
148964516,430253,43028,43024,40028004,16000,No
148510788,431105,41813,41806,40028004,16000,No
149500187,439591,43154,43151,40028004,16000,No
149431048,434371,40849,40849,40028004,16000,Yes
148984723,429602,39698,39694,40028004,16000,No
149952674,435083,41439,41435,40028004,16000,No
149920733,438709,40520,40513,40028004,16000,No
149014060,438869,42933,42921,40028004,16000,No
149366666,442226,39717,39712,40028004,16000,No
149113578,430604,41004,41004,40028004,16000,Yes
148959467,441715,40258,40245,40028004,16000,No
149188540,428781,42026,42022,40028004,16000,No
149758537,442196,44440,44432,40028004,16000,No
149097527,432808,44255,44245,40028004,16000,No
148834019,433309,44082,44080,40028004,16000,No
148646284,434501,40582,40574,40028004,16000,No
149843768,430374,43637,43613,40028004,16000,No
149287647,428149,40348,40342,40028004,16000,No
150471585,430513,41983,41969,40028004,16000,No
149615778,426366,42680,42674,40028004,16000,No
149179423,438960,44295,44268,40028004,16000,No
151059215,433659,42965,42963,40028004,16000,No
148515197,431195,42534,42532,40028004,16000,No
159306794,432468,41587,41580,40028004,16000,No
150405481,436254,38971,38951,40028004,16000,No
150712050,435503,42195,42193,40028004,16000,No
150723271,444881,40584,40571,40028004,16000,No
149901367,426165,38965,38965,40028004,16000,Yes
150950411,432177,43631,43628,40028004,16000,No
149285233,432147,41148,41146,40028004,16000,No
149970768,432006,43255,43255,40028004,16000,Yes
150688906,433419,45010,45004,40028004,16000,No
151421771,433159,42119,42105,40028004,16000,No
149250839,434371,40673,40670,40028004,16000,No
149554432,433048,40256,40247,40028004,16000,No
150883945,434241,41640,41635,40028004,16000,No
150307815,436645,41501,41501,40028004,16000,Yes
152127254,443999,40991,40991,40028004,16000,Yes
150807140,431746,42052,42043,40028004,16000,No
150866252,442707,42307,42303,40028004,16000,No
151207557,427028,41629,41624,40028004,16000,No
151349795,440142,42273,42268,40028004,16000,No
149382267,426937,41630,41622,40028004,16000,No
149804896,433910,39672,39670,40028004,16000,No
150256971,434050,40528,40524,40028004,16000,No
149514707,432738,42883,42872,40028004,16000,No
149635215,434611,44062,44053,40028004,16000,No
148560644,431195,42848,42846,40028004,16000,No
